Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	rabbit	SRR15690328		PRJNA759375
	amplicon	rabbit	SRR15690329		PRJNA759375
	amplicon	rabbit	SRR15690330		PRJNA759375
	amplicon	rabbit	SRR15690331		PRJNA759375
	amplicon	rabbit	SRR15690332		PRJNA759375
	amplicon	rabbit	SRR15690333		PRJNA759375
	amplicon	rabbit	SRR15690334		PRJNA759375
	amplicon	rabbit	SRR15690335		PRJNA759375
	amplicon	rabbit	SRR15690336		PRJNA759375
	amplicon	rabbit	SRR15690337		PRJNA759375
	amplicon	rabbit	SRR15690338		PRJNA759375
	amplicon	rabbit	SRR15690339		PRJNA759375
	amplicon	rabbit	SRR15690340		PRJNA759375
	amplicon	rabbit	SRR15690341		PRJNA759375
	amplicon	rabbit	SRR15690342		PRJNA759375
	amplicon	rabbit	SRR15690343		PRJNA759375
	amplicon	rabbit	SRR15690344		PRJNA759375
	amplicon	rabbit	SRR15690345		PRJNA759375
	amplicon	rabbit	SRR15690346		PRJNA759375
	amplicon	rabbit	SRR15690347		PRJNA759375
	amplicon	rabbit	SRR15690348		PRJNA759375
	amplicon	rabbit	SRR15690349		PRJNA759375
	amplicon	rabbit	SRR15690350		PRJNA759375
	amplicon	rabbit	SRR15690351		PRJNA759375
	amplicon	rabbit	SRR15690352		PRJNA759375
	amplicon	rabbit	SRR15690353		PRJNA759375
	amplicon	rabbit	SRR15690354		PRJNA759375
	amplicon	rabbit	SRR15690355		PRJNA759375
	amplicon	rabbit	SRR15690356		PRJNA759375
	amplicon	rabbit	SRR15690357		PRJNA759375
	amplicon	rabbit	SRR15690358		PRJNA759375
	amplicon	rabbit	SRR15690359		PRJNA759375
	amplicon	rabbit	SRR15690360		PRJNA759375
	amplicon	rabbit	SRR15690361		PRJNA759375
	amplicon	rabbit	SRR15690362		PRJNA759375
	amplicon	rabbit	SRR15690363		PRJNA759375
	amplicon	rabbit	SRR15690364		PRJNA759375
	amplicon	rabbit	SRR15690365		PRJNA759375
	amplicon	rabbit	SRR15690366		PRJNA759375
	amplicon	rabbit	SRR15690367		PRJNA759375
	amplicon	rabbit	SRR15690368		PRJNA759375
	amplicon	rabbit	SRR15690369		PRJNA759375
	amplicon	rabbit	SRR15690370		PRJNA759375
	amplicon	rabbit	SRR15690371		PRJNA759375
	amplicon	rabbit	SRR15690372		PRJNA759375
	amplicon	rabbit	SRR15690373		PRJNA759375
	amplicon	rabbit	SRR15690374		PRJNA759375
	amplicon	rabbit	SRR15690375		PRJNA759375
	amplicon	rabbit	SRR15690376		PRJNA759375
	amplicon	rabbit	SRR15690377		PRJNA759375
	amplicon	rabbit	SRR15690378		PRJNA759375
	amplicon	rabbit	SRR15690379		PRJNA759375
	amplicon	rabbit	SRR15690380		PRJNA759375
	amplicon	rabbit	SRR15690381		PRJNA759375
	amplicon	rabbit	SRR15690382		PRJNA759375
	amplicon	rabbit	SRR15690383		PRJNA759375
	amplicon	rabbit	SRR15690384		PRJNA759375
	amplicon	rabbit	SRR15690385		PRJNA759375
	amplicon	rabbit	SRR15690386		PRJNA759375
	amplicon	rabbit	SRR15690387		PRJNA759375
	amplicon	rabbit	SRR15690388		PRJNA759375
	amplicon	rabbit	SRR15690389		PRJNA759375
	amplicon	rabbit	SRR15690390		PRJNA759375
	amplicon	rabbit	SRR15690391		PRJNA759375
	amplicon	rabbit	SRR15690392		PRJNA759375
	amplicon	rabbit	SRR15690393		PRJNA759375
	amplicon	rabbit	SRR15690394		PRJNA759375
	amplicon	rabbit	SRR15690395		PRJNA759375
	amplicon	rabbit	SRR15690396		PRJNA759375
	amplicon	rabbit	SRR15690397		PRJNA759375
	amplicon	rabbit	SRR15690398		PRJNA759375
	amplicon	rabbit	SRR15690399		PRJNA759375
	amplicon	rabbit	SRR15690400		PRJNA759375
	amplicon	rabbit	SRR15690401		PRJNA759375
	amplicon	rabbit	SRR15690402		PRJNA759375
	amplicon	rabbit	SRR15690403		PRJNA759375
	amplicon	rabbit	SRR15690404		PRJNA759375
	amplicon	rabbit	SRR15690405		PRJNA759375
	amplicon	rabbit	SRR15690406		PRJNA759375
	amplicon	rabbit	SRR15690407		PRJNA759375
	amplicon	rabbit	SRR15690408		PRJNA759375
	amplicon	rabbit	SRR15690409		PRJNA759375
	amplicon	rabbit	SRR15690410		PRJNA759375
	amplicon	rabbit	SRR15690411		PRJNA759375
	amplicon	rabbit	SRR15690412		PRJNA759375
	amplicon	rabbit	SRR15690413		PRJNA759375
	amplicon	rabbit	SRR15690414		PRJNA759375
	amplicon	rabbit	SRR15690415		PRJNA759375
	amplicon	rabbit	SRR15690416		PRJNA759375
	amplicon	rabbit	SRR15690417		PRJNA759375
	amplicon	rabbit	SRR15690418		PRJNA759375
	amplicon	rabbit	SRR15690419		PRJNA759375
	amplicon	rabbit	SRR15690420		PRJNA759375
	amplicon	rabbit	SRR15690421		PRJNA759375
	amplicon	rabbit	SRR15690422		PRJNA759375
	amplicon	rabbit	SRR15690423		PRJNA759375
	amplicon	rabbit	SRR15690424		PRJNA759375
	amplicon	rabbit	SRR15690425		PRJNA759375
	amplicon	rabbit	SRR15690426		PRJNA759375
	amplicon	rabbit	SRR15690427		PRJNA759375
	amplicon	rabbit	SRR15690428		PRJNA759375
	amplicon	rabbit	SRR15690429		PRJNA759375
	amplicon	rabbit	SRR15690430		PRJNA759375
	amplicon	rabbit	SRR15690431		PRJNA759375
	amplicon	rabbit	SRR15690432		PRJNA759375
	amplicon	rabbit	SRR15690433		PRJNA759375
	amplicon	rabbit	SRR15690434		PRJNA759375
	amplicon	rabbit	SRR15690435		PRJNA759375
	amplicon	rabbit	SRR15690436		PRJNA759375
	amplicon	rabbit	SRR15690437		PRJNA759375
	amplicon	rabbit	SRR15690438		PRJNA759375
	amplicon	rabbit	SRR15690439		PRJNA759375
	amplicon	rabbit	SRR15690440		PRJNA759375
	amplicon	rabbit	SRR15690441		PRJNA759375
	amplicon	rabbit	SRR15690442		PRJNA759375
	amplicon	rabbit	SRR15690443		PRJNA759375
	amplicon	rabbit	SRR15690444		PRJNA759375
	amplicon	rabbit	SRR15690445		PRJNA759375
	amplicon	yak	SRR16020673		PRJNA765392
	amplicon	yak	SRR16020674		PRJNA765392
	amplicon	yak	SRR16020675		PRJNA765392
	amplicon	yak	SRR16020676		PRJNA765392
	amplicon	yak	SRR16020677		PRJNA765392
	amplicon	yak	SRR16020678		PRJNA765392
	amplicon	yak	SRR16020679		PRJNA765392
	amplicon	yak	SRR16020680		PRJNA765392
	amplicon	yak	SRR16020681		PRJNA765392
	amplicon	yak	SRR16020682		PRJNA765392
	amplicon	yak	SRR16020683		PRJNA765392
	amplicon	yak	SRR16020684		PRJNA765392
	amplicon	yak	SRR16020685		PRJNA765392
	amplicon	yak	SRR16020686		PRJNA765392
	amplicon	yak	SRR16020687		PRJNA765392
	amplicon	yak	SRR16020688		PRJNA765392
	amplicon	yak	SRR16020689		PRJNA765392
	amplicon	yak	SRR16020690		PRJNA765392
	amplicon	yak	SRR16020691		PRJNA765392
	amplicon	yak	SRR16020692		PRJNA765392
	amplicon	yak	SRR16020693		PRJNA765392
	amplicon	yak	SRR16020694		PRJNA765392
	amplicon	yak	SRR16020695		PRJNA765392
	amplicon	yak	SRR16020696		PRJNA765392
	amplicon	yak	SRR16020697		PRJNA765392
	amplicon	yak	SRR16020698		PRJNA765392
	amplicon	yak	SRR16020699		PRJNA765392
	amplicon	yak	SRR16020700		PRJNA765392
	amplicon	yak	SRR16020701		PRJNA765392
	amplicon	yak	SRR16020702		PRJNA765392
	amplicon	yak	SRR16020703		PRJNA765392
	amplicon	yak	SRR16020704		PRJNA765392
	amplicon	yak	SRR16020705		PRJNA765392
	amplicon	yak	SRR16020706		PRJNA765392
	amplicon	yak	SRR16020707		PRJNA765392
	amplicon	yak	SRR16020708		PRJNA765392
	amplicon	yak	SRR16020709		PRJNA765392
	amplicon	yak	SRR16020710		PRJNA765392
	amplicon	yak	SRR16020711		PRJNA765392
	amplicon	yak	SRR16020712		PRJNA765392
	amplicon	yak	SRR16020713		PRJNA765392
	amplicon	yak	SRR16020714		PRJNA765392
	amplicon	yak	SRR16020715		PRJNA765392
	amplicon	yak	SRR16020716		PRJNA765392
	amplicon	yak	SRR16020717		PRJNA765392
	amplicon	yak	SRR16020718		PRJNA765392
	amplicon	yak	SRR16020719		PRJNA765392
	amplicon	yak	SRR16020720		PRJNA765392
	amplicon	yak	SRR16020721		PRJNA765392
	amplicon	yak	SRR16020722		PRJNA765392
	amplicon	yak	SRR16020723		PRJNA765392
	amplicon	yak	SRR16020724		PRJNA765392
	amplicon	yak	SRR16020725		PRJNA765392
	amplicon	yak	SRR16020726		PRJNA765392
	amplicon	yak	SRR16020727		PRJNA765392
	amplicon	yak	SRR16020728		PRJNA765392
	amplicon	yak	SRR16020729		PRJNA765392
	amplicon	yak	SRR16020730		PRJNA765392
	amplicon	yak	SRR16020731		PRJNA765392
	amplicon	yak	SRR16020732		PRJNA765392
	amplicon	yak	SRR16020733		PRJNA765392
	amplicon	yak	SRR16020734		PRJNA765392
	amplicon	yak	SRR16020735		PRJNA765392
	amplicon	yak	SRR16020736		PRJNA765392
	amplicon	yak	SRR16020737		PRJNA765392
	amplicon	yak	SRR16020738		PRJNA765392
	amplicon	yak	SRR16020739		PRJNA765392
	amplicon	yak	SRR16020740		PRJNA765392
	amplicon	yak	SRR16020741		PRJNA765392
	amplicon	yak	SRR16020742		PRJNA765392
	amplicon	yak	SRR16020743		PRJNA765392
	amplicon	yak	SRR16020744		PRJNA765392
	amplicon	yak	SRR16020745		PRJNA765392
	amplicon	yak	SRR16020746		PRJNA765392
	amplicon	yak	SRR16020747		PRJNA765392
	amplicon	yak	SRR16020748		PRJNA765392
	amplicon	yak	SRR16020749		PRJNA765392
	amplicon	yak	SRR16020750		PRJNA765392
	amplicon	yak	SRR16020751		PRJNA765392
	amplicon	yak	SRR16020752		PRJNA765392
	amplicon	Unknown	SRR16167502		PRJNA767940
	amplicon	Unknown	SRR16167503		PRJNA767940
	amplicon	Unknown	SRR16167504		PRJNA767940
	amplicon	Unknown	SRR16167505		PRJNA767940
	amplicon	Unknown	SRR16167506		PRJNA767940
	amplicon	Unknown	SRR16167507		PRJNA767940
	amplicon	Unknown	SRR16167508		PRJNA767940
	amplicon	Unknown	SRR16167509		PRJNA767940
	amplicon	Unknown	SRR16167510		PRJNA767940
	amplicon	Unknown	SRR16167511		PRJNA767940
	amplicon	Unknown	SRR16167512		PRJNA767940
	amplicon	Unknown	SRR16167513		PRJNA767940
	amplicon	Unknown	SRR16167514		PRJNA767940
	amplicon	Unknown	SRR16167515		PRJNA767940
	amplicon	Unknown	SRR16167516		PRJNA767940
	amplicon	Unknown	SRR16167517		PRJNA767940
	amplicon	Unknown	SRR16167518		PRJNA767940
	amplicon	Unknown	SRR16167519		PRJNA767940
	amplicon	Unknown	SRR16167520		PRJNA767940
	amplicon	Unknown	SRR16167521		PRJNA767940
	amplicon	Unknown	SRR16167522		PRJNA767940
	amplicon	Unknown	SRR16167523		PRJNA767940
	amplicon	Unknown	SRR16167524		PRJNA767940
	amplicon	Unknown	SRR16167525		PRJNA767940
	amplicon	Unknown	SRR16167526		PRJNA767940
	amplicon	Unknown	SRR16167527		PRJNA767940
	amplicon	Unknown	SRR16167528		PRJNA767940
	amplicon	Unknown	SRR16167529		PRJNA767940
	amplicon	Unknown	SRR16167530		PRJNA767940
	amplicon	Unknown	SRR16167531		PRJNA767940
	amplicon	Unknown	SRR16167532		PRJNA767940
	amplicon	Unknown	SRR16167533		PRJNA767940
	amplicon	Unknown	SRR16167534		PRJNA767940
	amplicon	Unknown	SRR16167535		PRJNA767940
	amplicon	Unknown	SRR16167536		PRJNA767940
	amplicon	Unknown	SRR16167537		PRJNA767940
	amplicon	Unknown	SRR16167538		PRJNA767940
	amplicon	Unknown	SRR16167539		PRJNA767940
	amplicon	Unknown	SRR16167540		PRJNA767940
	amplicon	Unknown	SRR16167541		PRJNA767940
	amplicon	rabbit	SRR16940605		PRJNA780246
	amplicon	rabbit	SRR16940606		PRJNA780246
	amplicon	rabbit	SRR16940607		PRJNA780246
	amplicon	rabbit	SRR16940608		PRJNA780246
	amplicon	rabbit	SRR16940609		PRJNA780246
	amplicon	rabbit	SRR16940610		PRJNA780246
	amplicon	rabbit	SRR16940611		PRJNA780246
	amplicon	rabbit	SRR16940612		PRJNA780246
	amplicon	rabbit	SRR16940613		PRJNA780246
	amplicon	rabbit	SRR16940614		PRJNA780246
	amplicon	rabbit	SRR16940615		PRJNA780246
	amplicon	rabbit	SRR16940616		PRJNA780246
	amplicon	rabbit	SRR16940617		PRJNA780246
	amplicon	rabbit	SRR16940618		PRJNA780246
	amplicon	rabbit	SRR16940619		PRJNA780246
	amplicon	rabbit	SRR16940620		PRJNA780246
	amplicon	rabbit	SRR16940621		PRJNA780246
	amplicon	rabbit	SRR16940622		PRJNA780246
	amplicon	rabbit	SRR16940623		PRJNA780246
	amplicon	rabbit	SRR16940624		PRJNA780246
	amplicon	rabbit	SRR16940625		PRJNA780246
	amplicon	rabbit	SRR16940626		PRJNA780246
	amplicon	rabbit	SRR16940627		PRJNA780246
	amplicon	rabbit	SRR16940628		PRJNA780246
	amplicon	rabbit	SRR16940629		PRJNA780246
	amplicon	rabbit	SRR16940630		PRJNA780246
	amplicon	rabbit	SRR16940631		PRJNA780246
	amplicon	rabbit	SRR16940632		PRJNA780246
	amplicon	rabbit	SRR16940633		PRJNA780246
	amplicon	rabbit	SRR16940634		PRJNA780246
	amplicon	rabbit	SRR16940635		PRJNA780246
	amplicon	rabbit	SRR16940636		PRJNA780246
	amplicon	rabbit	SRR16940637		PRJNA780246
	amplicon	rabbit	SRR16940638		PRJNA780246
	amplicon	rabbit	SRR16940639		PRJNA780246
	amplicon	rabbit	SRR16940640		PRJNA780246
	amplicon	rabbit	SRR16940641		PRJNA780246
	amplicon	rabbit	SRR16940642		PRJNA780246
	amplicon	rabbit	SRR16940643		PRJNA780246
	amplicon	rabbit	SRR16940644		PRJNA780246
	amplicon	rabbit	SRR16940645		PRJNA780246
	amplicon	rabbit	SRR16940646		PRJNA780246
	amplicon	goat	SRR16966210		PRJNA781070
	amplicon	goat	SRR16966211		PRJNA781070
	amplicon	goat	SRR16966212		PRJNA781070
	amplicon	goat	SRR16966213		PRJNA781070
	amplicon	goat	SRR16966214		PRJNA781070
	amplicon	goat	SRR16966215		PRJNA781070
	amplicon	goat	SRR16966216		PRJNA781070
	amplicon	goat	SRR16966217		PRJNA781070
	amplicon	goat	SRR16966218		PRJNA781070
	amplicon	goat	SRR16966219		PRJNA781070
	amplicon	goat	SRR16966220		PRJNA781070
	amplicon	goat	SRR16966221		PRJNA781070
	amplicon	sheep	SRR17574353		PRJNA796449
	amplicon	sheep	SRR17574354		PRJNA796449
	amplicon	sheep	SRR17574355		PRJNA796449
	amplicon	sheep	SRR17574356		PRJNA796449
	amplicon	sheep	SRR17574357		PRJNA796449
	amplicon	sheep	SRR17574358		PRJNA796449
	amplicon	sheep	SRR17574359		PRJNA796449
	amplicon	sheep	SRR17574360		PRJNA796449
	amplicon	sheep	SRR17574361		PRJNA796449
	amplicon	sheep	SRR17574362		PRJNA796449
	amplicon	sheep	SRR17574363		PRJNA796449
	amplicon	sheep	SRR17574364		PRJNA796449
	amplicon	sheep	SRR17574365		PRJNA796449
	amplicon	sheep	SRR17574366		PRJNA796449
	amplicon	sheep	SRR17574367		PRJNA796449
	amplicon	horse	SRR18218215		PRJNA812711
	amplicon	horse	SRR18218216		PRJNA812711
	amplicon	horse	SRR18218217		PRJNA812711
	amplicon	horse	SRR18218218		PRJNA812711
	amplicon	horse	SRR18218219		PRJNA812711
	amplicon	horse	SRR18218220		PRJNA812711
	amplicon	horse	SRR18218221		PRJNA812711
	amplicon	horse	SRR18218222		PRJNA812711
	amplicon	horse	SRR18218223		PRJNA812711
	amplicon	horse	SRR18218224		PRJNA812711
	amplicon	horse	SRR18218225		PRJNA812711
	amplicon	horse	SRR18218226		PRJNA812711
	amplicon	horse	SRR18218227		PRJNA812711
	amplicon	horse	SRR18218228		PRJNA812711
	amplicon	horse	SRR18218229		PRJNA812711
	amplicon	horse	SRR18399649		PRJNA817386
	amplicon	horse	SRR18399650		PRJNA817386
	amplicon	horse	SRR18399651		PRJNA817386
	amplicon	horse	SRR18399652		PRJNA817386
	amplicon	horse	SRR18399653		PRJNA817386
	amplicon	horse	SRR18399654		PRJNA817386
	amplicon	horse	SRR18399655		PRJNA817386
	amplicon	horse	SRR18399656		PRJNA817386
	amplicon	horse	SRR18399657		PRJNA817386
	amplicon	horse	SRR18399658		PRJNA817386
	amplicon	horse	SRR18399659		PRJNA817386
	amplicon	horse	SRR18399660		PRJNA817386
	amplicon	horse	SRR18399661		PRJNA817386
	amplicon	horse	SRR18399662		PRJNA817386
	amplicon	horse	SRR18399663		PRJNA817386
	amplicon	horse	SRR18399664		PRJNA817386
	amplicon	horse	SRR18399665		PRJNA817386
	amplicon	horse	SRR18399666		PRJNA817386
	amplicon	horse	SRR18399667		PRJNA817386
	amplicon	horse	SRR18399668		PRJNA817386
	amplicon	horse	SRR18399669		PRJNA817386
	amplicon	horse	SRR18399670		PRJNA817386
	amplicon	horse	SRR18399671		PRJNA817386
	amplicon	horse	SRR18399672		PRJNA817386
	amplicon	horse	SRR18399673		PRJNA817386
	amplicon	horse	SRR18399674		PRJNA817386
	amplicon	horse	SRR18399675		PRJNA817386
	amplicon	horse	SRR18399676		PRJNA817386
	amplicon	horse	SRR18399677		PRJNA817386
	amplicon	horse	SRR18399678		PRJNA817386
	amplicon	horse	SRR18399679		PRJNA817386
	amplicon	horse	SRR18399680		PRJNA817386
	amplicon	horse	SRR18399681		PRJNA817386
	amplicon	horse	SRR18399682		PRJNA817386
	amplicon	horse	SRR18399683		PRJNA817386
	amplicon	horse	SRR18399684		PRJNA817386
	amplicon	horse	SRR18399685		PRJNA817386
	amplicon	horse	SRR18399686		PRJNA817386
	amplicon	horse	SRR18399687		PRJNA817386
	amplicon	horse	SRR18399688		PRJNA817386
	amplicon	horse	SRR18399689		PRJNA817386
	amplicon	horse	SRR18399690		PRJNA817386
	amplicon	horse	SRR18399691		PRJNA817386
	amplicon	horse	SRR18399692		PRJNA817386
	amplicon	horse	SRR18399695		PRJNA817386
	amplicon	horse	SRR18399696		PRJNA817386
	amplicon	horse	SRR18399697		PRJNA817386
	amplicon	horse	SRR18399698		PRJNA817386
	amplicon	horse	SRR18399699		PRJNA817386
	amplicon	horse	SRR19181686		PRJNA837113
	amplicon	horse	SRR19181687		PRJNA837113
	amplicon	horse	SRR19181688		PRJNA837113
	amplicon	horse	SRR19181689		PRJNA837113
	amplicon	horse	SRR19181690		PRJNA837113
	amplicon	horse	SRR19181691		PRJNA837113
	amplicon	horse	SRR19181692		PRJNA837113
	amplicon	horse	SRR19181693		PRJNA837113
	amplicon	horse	SRR19181694		PRJNA837113
	amplicon	horse	SRR19181695		PRJNA837113
	amplicon	horse	SRR19181696		PRJNA837113
	amplicon	horse	SRR19181697		PRJNA837113
	amplicon	horse	SRR19181698		PRJNA837113
	amplicon	horse	SRR19181699		PRJNA837113
	amplicon	horse	SRR19181700		PRJNA837113
	amplicon	horse	SRR19181701		PRJNA837113
	amplicon	horse	SRR19181702		PRJNA837113
	amplicon	horse	SRR19181703		PRJNA837113
	amplicon	horse	SRR19181704		PRJNA837113
	amplicon	horse	SRR19181705		PRJNA837113
	amplicon	horse	SRR19181706		PRJNA837113
	amplicon	horse	SRR19181707		PRJNA837113
	amplicon	horse	SRR19181708		PRJNA837113
	amplicon	horse	SRR19181709		PRJNA837113
	amplicon	horse	SRR19181710		PRJNA837113
	amplicon	horse	SRR19181711		PRJNA837113
	amplicon	horse	SRR19181712		PRJNA837113
	amplicon	horse	SRR19181713		PRJNA837113
	amplicon	horse	SRR19181714		PRJNA837113
	amplicon	horse	SRR19181715		PRJNA837113
	amplicon	horse	SRR19181716		PRJNA837113
	amplicon	horse	SRR19181717		PRJNA837113
	amplicon	horse	SRR19181718		PRJNA837113
	amplicon	horse	SRR19181719		PRJNA837113
	amplicon	horse	SRR19181720		PRJNA837113
	amplicon	Unknown	SRR19630746		PRJNA848144
	amplicon	Unknown	SRR19630747		PRJNA848144
	amplicon	Unknown	SRR19630748		PRJNA848144
	amplicon	Unknown	SRR19630749		PRJNA848144
	amplicon	Unknown	SRR19630750		PRJNA848144
	amplicon	Unknown	SRR19630751		PRJNA848144
	amplicon	Unknown	SRR19630752		PRJNA848144
	amplicon	Unknown	SRR19630753		PRJNA848144
	amplicon	Unknown	SRR19630754		PRJNA848144
	amplicon	Unknown	SRR19630755		PRJNA848144
	amplicon	Unknown	SRR19630756		PRJNA848144
	amplicon	Unknown	SRR19630757		PRJNA848144
	amplicon	Unknown	SRR19630758		PRJNA848144
	amplicon	Unknown	SRR19630759		PRJNA848144
	amplicon	Unknown	SRR19630760		PRJNA848144
	amplicon	Unknown	SRR19630761		PRJNA848144
	amplicon	rabbit	SRR19741826		PRJNA849408
	amplicon	rabbit	SRR19741827		PRJNA849408
	amplicon	rabbit	SRR19741828		PRJNA849408
	amplicon	rabbit	SRR19741829		PRJNA849408
	amplicon	rabbit	SRR19741831		PRJNA849408
	amplicon	rabbit	SRR19741832		PRJNA849408
	amplicon	rabbit	SRR19741833		PRJNA849408
	amplicon	rabbit	SRR19741834		PRJNA849408
	amplicon	rabbit	SRR19741835		PRJNA849408
	amplicon	rabbit	SRR19741836		PRJNA849408
	amplicon	rabbit	SRR19741837		PRJNA849408
	amplicon	rabbit	SRR19741838		PRJNA849408
	amplicon	rabbit	SRR19741839		PRJNA849408
	amplicon	rabbit	SRR19741841		PRJNA849408
	amplicon	rabbit	SRR19741842		PRJNA849408
	amplicon	rabbit	SRR19741843		PRJNA849408
	amplicon	rabbit	SRR19741844		PRJNA849408
	amplicon	rabbit	SRR19741845		PRJNA849408
	amplicon	rabbit	SRR19741846		PRJNA849408
	amplicon	rabbit	SRR19741847		PRJNA849408
	amplicon	rabbit	SRR19741848		PRJNA849408
	amplicon	rabbit	SRR19741851		PRJNA849408
	amplicon	rabbit	SRR19741852		PRJNA849408
	amplicon	rabbit	SRR19741853		PRJNA849408
	amplicon	rabbit	SRR19741854		PRJNA849408
	amplicon	rabbit	SRR19741855		PRJNA849408
	amplicon	rabbit	SRR19741857		PRJNA849408
	amplicon	rabbit	SRR19741858		PRJNA849408
	amplicon	rabbit	SRR19741859		PRJNA849408
	amplicon	termite	SRR20306932		PRJNA860052
	amplicon	termite	SRR20306935		PRJNA860052
	amplicon	termite	SRR20306937		PRJNA860052
	amplicon	termite	SRR20306938		PRJNA860052
	amplicon	termite	SRR20306940		PRJNA860052
	amplicon	termite	SRR20306942		PRJNA860052
	amplicon	termite	SRR20306943		PRJNA860052
	amplicon	termite	SRR20306945		PRJNA860052
	amplicon	termite	SRR20306946		PRJNA860052
	amplicon	termite	SRR20306947		PRJNA860052
	amplicon	termite	SRR20306948		PRJNA860052
	amplicon	termite	SRR20306950		PRJNA860052
	amplicon	termite	SRR20306954		PRJNA860052
	amplicon	termite	SRR20306955		PRJNA860052
	amplicon	termite	SRR20306957		PRJNA860052
	amplicon	termite	SRR20306959		PRJNA860052
	amplicon	termite	SRR20306961		PRJNA860052
	amplicon	termite	SRR20306962		PRJNA860052
	amplicon	termite	SRR20306964		PRJNA860052
	amplicon	termite	SRR20306966		PRJNA860052
	amplicon	termite	SRR20306967		PRJNA860052
	amplicon	termite	SRR20306969		PRJNA860052
	amplicon	termite	SRR20306971		PRJNA860052
	amplicon	termite	SRR20306973		PRJNA860052
	amplicon	termite	SRR20306975		PRJNA860052
	amplicon	termite	SRR20306978		PRJNA860052
	amplicon	termite	SRR20306980		PRJNA860052
	amplicon	termite	SRR20306982		PRJNA860052
	amplicon	termite	SRR20306984		PRJNA860052
	amplicon	termite	SRR20306985		PRJNA860052
	amplicon	termite	SRR20306987		PRJNA860052
	amplicon	termite	SRR20306988		PRJNA860052
	amplicon	termite	SRR20306990		PRJNA860052
	amplicon	termite	SRR20306993		PRJNA860052
	amplicon	termite	SRR20306995		PRJNA860052
	amplicon	termite	SRR20306930		PRJNA860052
	amplicon	termite	SRR20306931		PRJNA860052
	amplicon	Unknown	SRR20306933		PRJNA860052
	amplicon	Unknown	SRR20306934		PRJNA860052
	amplicon	termite	SRR20306936		PRJNA860052
	amplicon	termite	SRR20306939		PRJNA860052
	amplicon	termite	SRR20306941		PRJNA860052
	amplicon	termite	SRR20306944		PRJNA860052
	amplicon	termite	SRR20306949		PRJNA860052
	amplicon	termite	SRR20306951		PRJNA860052
	amplicon	termite	SRR20306952		PRJNA860052
	amplicon	termite	SRR20306953		PRJNA860052
	amplicon	termite	SRR20306956		PRJNA860052
	amplicon	termite	SRR20306958		PRJNA860052
	amplicon	termite	SRR20306960		PRJNA860052
	amplicon	termite	SRR20306963		PRJNA860052
	amplicon	termite	SRR20306965		PRJNA860052
	amplicon	termite	SRR20306968		PRJNA860052
	amplicon	termite	SRR20306970		PRJNA860052
	amplicon	termite	SRR20306972		PRJNA860052
	amplicon	termite	SRR20306974		PRJNA860052
	amplicon	termite	SRR20306976		PRJNA860052
	amplicon	termite	SRR20306977		PRJNA860052
	amplicon	termite	SRR20306979		PRJNA860052
	amplicon	termite	SRR20306981		PRJNA860052
	amplicon	termite	SRR20306983		PRJNA860052
	amplicon	termite	SRR20306986		PRJNA860052
	amplicon	termite	SRR20306989		PRJNA860052
	amplicon	termite	SRR20306991		PRJNA860052
	amplicon	termite	SRR20306992		PRJNA860052
